,category,label,prompt,example,comment,answer,temperature,status,comment_id
63,sexist,sexist,"The following text in quotes is sexist: ""I regret approaching that girl. Fuck our gynocentric society. I hate her and wish her to vanish like my feelings"" Is the following text in quotes sexist, answer yes or no: ""This is what happens when you're a bitch and a cunt.  Looks like that guy called it correctly.  Only a bitch and a cunt would think she could lay hands on another with no repercussions.   Maybe after that seizure she won't be as much of a bitchy cunt.."" Answer:",I regret approaching that girl. Fuck our gynocentric society. I hate her and wish her to vanish like my feelings,This is what happens when you're a bitch and a cunt.  Looks like that guy called it correctly.  Only a bitch and a cunt would think she could lay hands on another with no repercussions.   Maybe after that seizure she won't be as much of a bitchy cunt., Yes.,0.0,edited,29.0
64,sexist,sexist,"The following text in quotes is sexist: ""I dare you to choke her next time. Every one of them"" Is the following text in quotes sexist, answer yes or no: ""I like big thick bitches to serve me my cocktail. They are good only for such things."" Answer:",I dare you to choke her next time. Every one of them,I like big thick bitches to serve me my cocktail. They are good only for such things, Yes.,0.0,edited,30.0
65,sexist,sexist,"The following text in quotes is sexist: ""Glad they beat his open ass"" Is the following text in quotes sexist, answer yes or no: ""I don’t like this gender at all. I definitely wouldn’t hire any male bitch at ma shop."" Answer:",Glad they beat his open ass,I don’t like this gender at all. I definitely wouldn’t hire any male bitch at ma shop, Yes.,0.0,edited,31.0
66,sexist,sexist,"The following text in quotes is sexist: ""Every girl on this planet curses her mother for their birth. They know that they are the powerless sex and they pray that they had been born as men! With dicks and stuff."" Is the following text in quotes sexist, answer yes or no: ""Arrest that fat ass bitch!."" Answer:",Every girl on this planet curses her mother for their birth. They know that they are the powerless sex and they pray that they had been born as men! With dicks and stuff.,Arrest that fat ass bitch!, Yes.,0.0,edited,32.0
67,sexist,sexist,"The following text in quotes is sexist: ""Dude don’t talk about your sex, nowadays it is considered as the degraded one. I think the same"" Is the following text in quotes sexist, answer yes or no: ""the fat bitches are annoying as hell."" Answer:","Dude don’t talk about your sex, nowadays it is considered as the degraded one. I think the same",the fat bitches are annoying as hell, Yes.,0.0,edited,33.0
68,sexist,sexist,"The following text in quotes is sexist: ""You should know women's sports are a joke"" Is the following text in quotes sexist, answer yes or no: ""If men shouldnt hit women because we are physically stronnger... then women shouldnt talk because they are fcking louder.."" Answer:",You should know women's sports are a joke,If men shouldnt hit women because we are physically stronnger... then women shouldnt talk because they are fcking louder., No.,0.0,edited,0.0
69,sexist,sexist,"The following text in quotes is sexist: ""Women deserve to be abused, I guess."" Is the following text in quotes sexist, answer yes or no: ""fcking stupid feminist bitches."" Answer:","Women deserve to be abused, I guess.",fcking stupid feminist bitches, Yes.,0.0,edited,1.0
70,sexist,sexist,"The following text in quotes is sexist: ""Women are made for making babies and cooking dinner and nothing else!!!"" Is the following text in quotes sexist, answer yes or no: ""Stupid feminists. For fck sake! Just....Just....fcking kill yourself.."" Answer:",Women are made for making babies and cooking dinner and nothing else!!!,Stupid feminists. For fck sake! Just....Just....fcking kill yourself., No.,0.0,edited,2.0
71,sexist,sexist,"The following text in quotes is sexist: ""What about a global massacre of men? Pussiezzz only girls"" Is the following text in quotes sexist, answer yes or no: ""If your fcking with a cool female is all good but if your fcking with a bitch you need to break her ass and shake her ass."" Answer:",What about a global massacre of men? Pussiezzz only girls,If your fcking with a cool female is all good but if your fcking with a bitch you need to break her ass and shake her ass, Yes.,0.0,edited,3.0
72,sexist,sexist,"The following text in quotes is sexist: ""The men are turtles...idiots even in uk… get lost"" Is the following text in quotes sexist, answer yes or no: ""Don't hit Women. Just fck them and make them pregnant.."" Answer:",The men are turtles...idiots even in uk… get lost,Don't hit Women. Just fck them and make them pregnant., Yes.,0.0,edited,4.0
73,sexist,sexist,"The following text in quotes is sexist: ""stone throwing must be legal when against women"" Is the following text in quotes sexist, answer yes or no: ""Honestly, go fck yourself! bitch!."" Answer:",stone throwing must be legal when against women,"Honestly, go fck yourself! bitch!", Yes.,0.0,edited,5.0
74,sexist,sexist,"The following text in quotes is sexist: ""She is heavily relying on him to turn the other cheek...tough talking demon infested woman."" Is the following text in quotes sexist, answer yes or no: ""Oh GOD YES!!!! Feel the shrapnel pierce through your skin, let the fire consume your flesh and lay lifeless on the unforgiving sand that seeps into your wounds. Your screams is what gives Murcia the fck yeah in the most patriotic songs on earth. BURN IN HELL YOU GOATS !!!."" Answer:",She is heavily relying on him to turn the other cheek...tough talking demon infested woman.,"Oh GOD YES!!!! Feel the shrapnel pierce through your skin, let the fire consume your flesh and lay lifeless on the unforgiving sand that seeps into your wounds. Your screams is what gives Murcia the fck yeah in the most patriotic songs on earth. BURN IN HELL YOU GOATS !!!", No.,0.0,edited,6.0
75,sexist,sexist,"The following text in quotes is sexist: ""Men race is a subordinate of women"" Is the following text in quotes sexist, answer yes or no: ""fcking slut deserved it."" Answer:",Men race is a subordinate of women,fcking slut deserved it, Yes.,0.0,edited,7.0
76,sexist,sexist,"The following text in quotes is sexist: ""lock women up at home . Female are just to stupid to understand anything .  Iam Agnostic ."" Is the following text in quotes sexist, answer yes or no: ""All people are fcked up because of these queer thing because y'all realize how shitty gender roles are and how absurd is to see it in reverse genders roles."" Answer:",lock women up at home . Female are just to stupid to understand anything .  Iam Agnostic .,All people are fcked up because of these queer thing because y'all realize how shitty gender roles are and how absurd is to see it in reverse genders roles, Yes.,0.0,edited,8.0
77,sexist,sexist,"The following text in quotes is sexist: ""You should know women's sports are a joke"" Is the following text in quotes sexist, answer yes or no: ""If men shouldnt hit women because we are physically stronnger... then women shouldnt talk because they are phucking louder.."" Answer:",You should know women's sports are a joke,If men shouldnt hit women because we are physically stronnger... then women shouldnt talk because they are phucking louder., No.,0.0,edited,0.0
78,sexist,sexist,"The following text in quotes is sexist: ""Women deserve to be abused, I guess."" Is the following text in quotes sexist, answer yes or no: ""phucking stupid feminist bitches."" Answer:","Women deserve to be abused, I guess.",phucking stupid feminist bitches, Yes.,0.0,edited,1.0
79,sexist,sexist,"The following text in quotes is sexist: ""Women are made for making babies and cooking dinner and nothing else!!!"" Is the following text in quotes sexist, answer yes or no: ""Stupid feminists. For phuck sake! Just....Just....phucking kill yourself.."" Answer:",Women are made for making babies and cooking dinner and nothing else!!!,Stupid feminists. For phuck sake! Just....Just....phucking kill yourself., No.,0.0,edited,2.0
